Date,price
2023-02-15 11:53:55.696047,41634.45
2023-02-15 11:54:05.834284,41631.6
2023-02-15 11:54:15.964810,41630.1
2023-02-15 11:54:26.094537,41629.65
2023-02-15 11:54:36.216358,41626.5
2023-02-15 11:54:46.370789,41626.85
2023-02-15 11:54:56.494182,41622.95
2023-02-15 11:55:06.614573,41624.35
2023-02-15 11:55:16.767854,41620.75
2023-02-15 11:55:26.894117,41613.9
2023-02-15 11:55:37.013971,41609.65
2023-02-15 11:55:47.167948,41604.2
2023-02-15 11:55:57.304521,41593.9
2023-02-15 11:56:07.484143,41586.85
2023-02-15 11:56:17.624649,41583.95
2023-02-15 11:56:27.753878,41583.7
2023-02-15 11:56:37.883858,41582.2
2023-02-15 11:56:48.007578,41581.75
2023-02-15 11:56:58.115368,41582.7
2023-02-15 11:57:08.252790,41580.8
2023-02-15 11:57:18.362771,41584.7
2023-02-15 11:57:28.492015,41580.2
2023-02-15 11:57:38.616249,41582.5
2023-02-15 11:57:48.782838,41582.4
2023-02-15 11:57:58.896658,41585.35
2023-02-15 11:58:09.022753,41581.65
2023-02-15 11:58:19.166868,41590.35
2023-02-15 11:58:29.293272,41609.25
2023-02-15 11:58:39.412189,41619.15
2023-02-15 11:58:49.542259,41624.8
2023-02-15 11:58:59.692307,41644.2
2023-02-15 11:59:09.822581,41651.85
2023-02-15 11:59:19.941853,41641.45
2023-02-15 11:59:30.071977,41643.85
2023-02-15 11:59:40.204084,41623.45
2023-02-15 11:59:50.337435,41615.9
2023-02-15 12:00:00.491384,41599.85
2023-02-15 12:00:10.663568,41594.85
2023-02-15 12:00:20.961342,41594.3
2023-02-15 12:00:31.130723,41581.9
2023-02-15 12:00:41.285758,41571.55
2023-02-15 12:00:51.414389,41580.15
2023-02-15 12:01:01.576362,41561.4
2023-02-15 12:01:11.711238,41552.45
2023-02-15 12:01:21.881104,41557.35
2023-02-15 12:01:32.005097,41556.9
2023-02-15 12:01:42.179242,41549.3
2023-02-15 12:01:52.301015,41550.15
2023-02-15 12:02:02.415261,41548.6
2023-02-15 12:02:12.550807,41544.35
2023-02-15 12:02:22.700731,41545.95
2023-02-15 12:02:32.847681,41543.0
2023-02-15 12:02:42.970557,41542.45
2023-02-15 12:02:53.107996,41545.65
2023-02-15 12:03:03.236506,41552.1
2023-02-15 12:03:13.374643,41554.25
2023-02-15 12:03:23.539966,41554.3
2023-02-15 12:03:33.692817,41551.7
2023-02-15 12:03:43.840135,41563.5
2023-02-15 12:03:53.959136,41570.55
2023-02-15 12:04:04.094031,41569.35
2023-02-15 12:04:14.222658,41563.05
2023-02-15 12:04:24.369627,41567.35
2023-02-15 12:04:34.495865,41563.55
2023-02-15 12:04:44.669635,41568.7
2023-02-15 12:04:54.802870,41573.65
2023-02-15 12:05:04.929459,41565.05
2023-02-15 12:05:15.092935,41566.1
2023-02-15 12:05:25.245971,41564.3
2023-02-15 12:05:35.387238,41567.6
2023-02-15 12:05:45.532369,41569.25
2023-02-15 12:05:55.674252,41563.5
2023-02-15 12:06:05.809178,41562.9
2023-02-15 12:06:15.947135,41563.4
2023-02-15 12:06:26.070866,41563.75
2023-02-15 12:06:36.226721,41563.05
2023-02-15 12:06:46.346537,41559.85
2023-02-15 12:06:56.478970,41561.9
2023-02-15 12:07:06.619076,41559.3
2023-02-15 12:07:16.757003,41556.0
2023-02-15 12:07:26.890483,41552.95
2023-02-15 12:07:37.028619,41547.5
2023-02-15 12:07:47.160756,41546.05
2023-02-15 12:07:57.351140,41540.9
2023-02-15 12:08:07.505700,41531.5
2023-02-15 12:08:17.637570,41530.1
2023-02-15 12:08:27.771043,41526.5
2023-02-15 12:08:37.913192,41529.45
2023-02-15 12:08:48.068559,41534.2
2023-02-15 12:08:58.211392,41540.05
2023-02-15 12:09:08.368089,41539.35
2023-02-15 12:09:18.520838,41524.95
2023-02-15 12:09:28.657991,41522.25
2023-02-15 12:09:38.863417,41532.05
2023-02-15 12:09:49.022315,41532.05
2023-02-15 12:09:59.173461,41536.15
2023-02-15 12:10:09.320795,41534.35
2023-02-15 12:10:19.451165,41545.45
2023-02-15 12:10:29.577697,41552.6
2023-02-15 12:10:39.775019,41557.25
2023-02-15 12:10:49.913824,41558.35
2023-02-15 12:11:00.052985,41563.7
2023-02-15 12:11:10.189475,41556.0
2023-02-15 12:11:20.310881,41561.0
2023-02-15 12:11:30.449317,41563.15
2023-02-15 12:11:40.580797,41564.5
2023-02-15 12:11:50.690875,41565.4
2023-02-15 12:12:00.837378,41569.7
2023-02-15 12:12:10.967559,41573.8
2023-02-15 12:12:21.097563,41572.15
2023-02-15 12:12:31.239561,41576.15
2023-02-15 12:12:41.370743,41570.4
2023-02-15 12:12:51.497318,41568.0
2023-02-15 12:13:01.621139,41567.15
2023-02-15 12:13:11.731597,41563.65
2023-02-15 12:13:21.866117,41560.75
2023-02-15 12:13:32.000269,41562.4
2023-02-15 12:13:42.109981,41562.65
2023-02-15 12:13:52.236100,41561.35
2023-02-15 12:14:02.367142,41563.3
2023-02-15 12:14:12.493949,41566.7
2023-02-15 12:14:22.607081,41569.35
2023-02-15 12:14:32.728707,41571.0
2023-02-15 12:14:42.852397,41573.7
2023-02-15 12:14:52.971539,41572.9
2023-02-15 12:15:03.105445,41580.2
2023-02-15 12:15:13.236001,41580.0
2023-02-15 12:15:23.346747,41582.45
2023-02-15 12:15:33.489056,41591.2
2023-02-15 12:15:43.613273,41589.05
2023-02-15 12:15:53.738772,41587.4
2023-02-15 12:16:03.848237,41584.45
2023-02-15 12:16:13.969565,41578.45
2023-02-15 12:16:24.103583,41575.15
2023-02-15 12:16:34.221271,41570.8
2023-02-15 12:16:44.326229,41574.35
2023-02-15 12:16:54.445467,41576.3
2023-02-15 12:17:04.569725,41576.55
2023-02-15 12:17:14.795731,41576.4
2023-02-15 12:17:24.919607,41577.75
2023-02-15 12:17:35.053168,41571.85
2023-02-15 12:17:45.176777,41575.8
2023-02-15 12:17:55.335255,41575.1
2023-02-15 12:18:05.470256,41564.05
2023-02-15 12:18:15.601074,41569.55
2023-02-15 12:18:25.707708,41564.7
2023-02-15 12:18:35.835894,41574.3
2023-02-15 12:18:45.948926,41574.75
2023-02-15 12:18:56.071498,41570.1
2023-02-15 12:19:06.197009,41572.7
2023-02-15 12:19:16.371659,41572.5
2023-02-15 12:19:26.508120,41578.65
2023-02-15 12:19:36.717255,41571.45
2023-02-15 12:19:46.832592,41572.0
2023-02-15 12:19:56.945863,41574.75
2023-02-15 12:20:07.107127,41569.95
2023-02-15 12:20:17.262305,41568.25
2023-02-15 12:20:27.425511,41568.3
2023-02-15 12:20:37.575124,41571.35
2023-02-15 12:20:47.695514,41566.45
2023-02-15 12:20:57.815580,41564.8
2023-02-15 12:21:07.938632,41563.15
2023-02-15 12:21:18.056925,41564.6
2023-02-15 12:21:28.195307,41563.75
2023-02-15 12:21:38.305656,41565.9
2023-02-15 12:21:48.515722,41566.3
2023-02-15 12:21:58.671358,41570.65
2023-02-15 12:22:08.839935,41571.3
2023-02-15 12:22:18.945241,41574.25
2023-02-15 12:22:29.086373,41575.5
2023-02-15 12:22:39.224423,41572.55
2023-02-15 12:22:49.358183,41570.05
2023-02-15 12:22:59.487890,41568.7
2023-02-15 12:23:09.608301,41562.95
2023-02-15 12:23:19.731968,41565.5
2023-02-15 12:23:29.843086,41563.7
2023-02-15 12:23:39.972908,41565.1
2023-02-15 12:23:50.092626,41564.35
2023-02-15 12:24:00.222636,41567.4
2023-02-15 12:24:10.392300,41565.9
2023-02-15 12:24:20.504783,41567.05
2023-02-15 12:24:30.664882,41563.85
2023-02-15 12:24:40.820548,41564.8
2023-02-15 12:24:50.941341,41565.95
2023-02-15 12:25:01.051086,41564.95
2023-02-15 12:25:11.174497,41563.65
2023-02-15 12:25:21.323534,41564.8
2023-02-15 12:25:31.456159,41569.6
2023-02-15 12:25:41.580001,41571.95
2023-02-15 12:25:51.709424,41569.9
2023-02-15 12:26:01.875073,41572.65
2023-02-15 12:26:12.001348,41569.65
2023-02-15 12:26:22.119922,41565.6
2023-02-15 12:26:32.228741,41562.15
2023-02-15 12:26:42.390031,41555.4
2023-02-15 12:26:52.578049,41549.65
2023-02-15 12:27:02.707631,41546.95
2023-02-15 12:27:12.832373,41544.95
2023-02-15 12:27:22.987285,41538.4
2023-02-15 12:27:33.107475,41541.4
2023-02-15 12:27:43.223062,41545.8
2023-02-15 12:27:53.379341,41545.65
2023-02-15 12:28:03.512619,41548.15
2023-02-15 12:28:13.629873,41545.85
2023-02-15 12:28:23.748848,41546.15
2023-02-15 12:28:33.885033,41546.65
2023-02-15 12:28:44.025843,41539.0
2023-02-15 12:28:54.150773,41542.0
2023-02-15 12:29:04.266567,41542.6
2023-02-15 12:29:14.395221,41544.7
2023-02-15 12:29:24.522040,41544.35
2023-02-15 12:29:34.698538,41549.05
2023-02-15 12:29:44.834481,41552.9
2023-02-15 12:29:54.969248,41560.15
2023-02-15 12:30:05.144630,41563.3
2023-02-15 12:30:15.281168,41570.55
2023-02-15 12:30:25.427704,41574.9
2023-02-15 12:30:35.566464,41577.25
2023-02-15 12:30:45.699278,41581.6
2023-02-15 12:30:55.837728,41584.15
2023-02-15 12:31:05.987409,41578.2
2023-02-15 12:31:16.111665,41579.1
2023-02-15 12:31:26.247061,41576.7
2023-02-15 12:31:36.364718,41580.15
2023-02-15 12:31:46.484877,41580.15
2023-02-15 12:31:56.642493,41581.6
2023-02-15 12:32:06.795216,41579.65
2023-02-15 12:32:16.944219,41580.65
2023-02-15 12:32:27.085741,41586.9
2023-02-15 12:32:37.235154,41588.55
2023-02-15 12:32:47.372520,41588.55
2023-02-15 12:32:57.521121,41590.0
2023-02-15 12:33:07.691406,41590.05
2023-02-15 12:33:17.850139,41597.6
2023-02-15 12:33:27.978723,41605.8
2023-02-15 12:33:38.139079,41604.75
2023-02-15 12:33:48.290960,41617.9
2023-02-15 12:33:58.457053,41619.65
2023-02-15 12:34:08.610452,41611.9
2023-02-15 12:34:18.772117,41612.8
2023-02-15 12:34:28.896214,41606.5
2023-02-15 12:34:39.028973,41598.95
2023-02-15 12:34:49.170874,41589.2
2023-02-15 12:34:59.339851,41578.45
2023-02-15 12:35:09.480655,41566.05
2023-02-15 12:35:19.639482,41562.75
2023-02-15 12:35:29.799097,41567.1
2023-02-15 12:35:40.029206,41554.9
2023-02-15 12:35:50.151797,41554.35
2023-02-15 12:36:00.301967,41566.95
2023-02-15 12:36:10.445344,41562.3
2023-02-15 12:36:20.605942,41567.55
2023-02-15 12:36:30.738555,41570.7
2023-02-15 12:36:40.938475,41575.65
2023-02-15 12:36:51.106569,41575.15
2023-02-15 12:37:01.243153,41575.8
2023-02-15 12:37:11.420142,41582.95
2023-02-15 12:37:21.550767,41582.85
2023-02-15 12:37:31.680369,41593.9
2023-02-15 12:37:41.828842,41596.1
2023-02-15 12:37:52.038964,41594.65
2023-02-15 12:38:02.185074,41604.1
2023-02-15 12:38:12.401265,41595.5
2023-02-15 12:38:22.600424,41597.45
2023-02-15 12:38:32.746006,41599.2
2023-02-15 12:38:42.886785,41588.95
2023-02-15 12:38:53.017731,41585.55
2023-02-15 12:39:03.156562,41589.85
2023-02-15 12:39:13.312179,41592.65
2023-02-15 12:39:23.530434,41593.8
2023-02-15 12:39:33.728702,41592.8
2023-02-15 12:39:43.880554,41592.85
2023-02-15 12:39:54.030573,41592.2
2023-02-15 12:40:04.182009,41587.1
2023-02-15 12:40:14.349189,41585.6
2023-02-15 12:40:24.509298,41581.05
2023-02-15 12:40:34.648688,41575.65
2023-02-15 12:40:44.832106,41583.95
2023-02-15 12:40:54.955648,41584.25
2023-02-15 12:41:05.119350,41581.75
2023-02-15 12:41:15.278282,41584.25
2023-02-15 12:41:25.421131,41584.95
2023-02-15 12:41:35.587781,41580.85
2023-02-15 12:41:45.725942,41579.25
2023-02-15 12:41:55.857026,41578.35
2023-02-15 12:42:06.005069,41582.05
2023-02-15 12:42:16.144938,41585.15
2023-02-15 12:42:26.284451,41583.55
2023-02-15 12:42:36.447825,41581.9
2023-02-15 12:42:46.637384,41585.6
2023-02-15 12:42:56.764242,41589.15
2023-02-15 12:43:06.908873,41585.55
2023-02-15 12:43:17.034628,41586.45
2023-02-15 12:43:27.185574,41591.0
2023-02-15 12:43:37.315263,41589.15
2023-02-15 12:43:47.477512,41587.95
2023-02-15 12:43:57.637486,41591.2
2023-02-15 12:44:07.784062,41587.65
2023-02-15 12:44:17.932845,41586.25
2023-02-15 12:44:28.093695,41591.2
2023-02-15 12:44:38.258442,41587.65
2023-02-15 12:44:48.407768,41584.05
2023-02-15 12:44:58.545829,41584.8
2023-02-15 12:45:08.712828,41588.85
2023-02-15 12:45:18.852115,41588.25
2023-02-15 12:45:28.986018,41591.3
2023-02-15 12:45:39.137144,41594.7
2023-02-15 12:45:49.269413,41594.35
2023-02-15 12:45:59.401166,41591.4
2023-02-15 12:46:09.519486,41591.7
2023-02-15 12:46:19.679297,41592.25
2023-02-15 12:46:29.845218,41591.05
2023-02-15 12:46:39.980958,41593.75
2023-02-15 12:46:50.109126,41585.65
2023-02-15 12:47:00.273707,41583.7
2023-02-15 12:47:10.418648,41583.3
2023-02-15 12:47:20.572280,41583.6
2023-02-15 12:47:30.719832,41586.05
2023-02-15 12:47:40.861479,41586.8
2023-02-15 12:47:51.021137,41588.8
2023-02-15 12:48:01.180200,41591.6
2023-02-15 12:48:11.318724,41586.2
2023-02-15 12:48:21.461134,41582.75
2023-02-15 12:48:31.613506,41582.3
2023-02-15 12:48:41.779965,41583.8
2023-02-15 12:48:51.912525,41578.55
2023-02-15 12:49:02.071171,41581.35
2023-02-15 12:49:12.212161,41578.6
2023-02-15 12:49:22.361917,41578.9
2023-02-15 12:49:32.508649,41575.75
2023-02-15 12:49:42.647637,41576.55
2023-02-15 12:49:52.781266,41593.25
2023-02-15 12:50:02.907735,41597.75
2023-02-15 12:50:13.038318,41595.75
2023-02-15 12:50:23.197420,41581.8
2023-02-15 12:50:33.360158,41582.55
2023-02-15 12:50:43.499221,41582.25
2023-02-15 12:50:53.665918,41584.05
2023-02-15 12:51:03.799165,41584.45
2023-02-15 12:51:13.944046,41583.2
2023-02-15 12:51:24.076988,41583.8
2023-02-15 12:51:34.267242,41583.6
2023-02-15 12:51:44.482306,41581.05
2023-02-15 12:51:54.628617,41583.55
2023-02-15 12:52:04.759843,41582.45
2023-02-15 12:52:14.906923,41585.4
2023-02-15 12:52:25.030941,41574.8
2023-02-15 12:52:35.189797,41574.5
2023-02-15 12:52:45.342076,41580.6
2023-02-15 12:52:55.496755,41580.75
2023-02-15 12:53:05.639673,41574.85
2023-02-15 12:53:15.776384,41577.6
2023-02-15 12:53:25.978690,41570.95
2023-02-15 12:53:36.116568,41572.6
2023-02-15 12:53:46.271623,41575.05
2023-02-15 12:53:56.398214,41580.55
2023-02-15 12:54:06.551601,41575.65
2023-02-15 12:54:16.706464,41575.85
2023-02-15 12:54:26.879318,41572.9
2023-02-15 12:54:37.027050,41570.25
2023-02-15 12:54:47.195866,41575.7
2023-02-15 12:54:57.346142,41575.3
2023-02-15 12:55:07.512694,41574.05
2023-02-15 12:55:17.647159,41574.65
2023-02-15 12:55:27.756821,41577.8
2023-02-15 12:55:37.930638,41571.75
2023-02-15 12:55:48.070151,41576.15
2023-02-15 12:55:58.216751,41577.15
2023-02-15 12:56:08.355823,41575.7
2023-02-15 12:56:18.515727,41585.7
2023-02-15 12:56:28.655165,41588.45
2023-02-15 12:56:38.812375,41589.45
2023-02-15 12:56:48.941580,41593.5
2023-02-15 12:56:59.097618,41593.75
2023-02-15 12:57:09.483885,41590.7
2023-02-15 12:57:19.611867,41586.8
2023-02-15 12:57:29.731833,41584.0
2023-02-15 12:57:39.855919,41580.4
2023-02-15 12:57:49.999906,41585.65
2023-02-15 12:58:00.153084,41583.8
2023-02-15 12:58:10.284923,41579.75
2023-02-15 12:58:20.506188,41582.4
2023-02-15 12:58:30.655590,41585.05
2023-02-15 12:58:40.782712,41589.1
2023-02-15 12:58:50.932361,41584.85
2023-02-15 12:59:01.041147,41584.65
2023-02-15 12:59:11.187363,41584.25
2023-02-15 12:59:21.299455,41584.6
2023-02-15 12:59:31.423232,41592.35
2023-02-15 12:59:41.550760,41589.35
2023-02-15 12:59:51.667099,41602.5
2023-02-15 13:00:01.804715,41605.25
2023-02-15 13:00:11.937903,41605.55
2023-02-15 13:00:22.053500,41604.4
2023-02-15 13:00:32.195721,41604.4
2023-02-15 13:00:42.332205,41603.0
2023-02-15 13:00:52.451832,41593.95
2023-02-15 13:01:02.560995,41595.55
2023-02-15 13:01:12.700675,41598.5
2023-02-15 13:01:22.833455,41600.95
2023-02-15 13:01:32.939785,41599.0
2023-02-15 13:01:43.039205,41598.2
2023-02-15 13:01:53.161838,41591.65
2023-02-15 13:02:03.288380,41599.3
2023-02-15 13:02:13.471898,41589.4
2023-02-15 13:02:23.594685,41590.75
2023-02-15 13:02:33.717118,41592.9
2023-02-15 13:02:43.847133,41589.9
2023-02-15 13:02:53.970396,41581.05
2023-02-15 13:03:04.120355,41579.75
2023-02-15 13:03:14.245877,41562.15
2023-02-15 13:03:24.366710,41568.0
2023-02-15 13:03:34.505851,41571.65
2023-02-15 13:03:44.632356,41573.1
2023-02-15 13:03:54.765899,41571.85
2023-02-15 13:04:04.877504,41565.5
2023-02-15 13:04:14.994547,41569.55
2023-02-15 13:04:25.124960,41566.35
2023-02-15 13:04:35.291571,41574.55
2023-02-15 13:04:45.414549,41572.15
2023-02-15 13:04:55.553142,41574.75
2023-02-15 13:05:05.681598,41570.55
2023-02-15 13:05:15.793618,41563.2
2023-02-15 13:05:25.932794,41560.85
2023-02-15 13:05:36.067829,41560.3
2023-02-15 13:05:46.183006,41564.15
2023-02-15 13:05:56.332149,41560.75
2023-02-15 13:06:06.452554,41557.25
2023-02-15 13:06:16.589426,41564.0
2023-02-15 13:06:26.741567,41567.05
2023-02-15 13:06:36.873174,41570.35
2023-02-15 13:06:46.996788,41572.95
2023-02-15 13:06:57.117353,41571.7
2023-02-15 13:07:07.259136,41570.0
2023-02-15 13:07:17.409504,41568.55
2023-02-15 13:07:27.551099,41570.2
2023-02-15 13:07:37.659214,41569.3
2023-02-15 13:07:47.796471,41576.35
2023-02-15 13:07:57.915992,41579.35
2023-02-15 13:08:08.046498,41585.65
2023-02-15 13:08:18.190012,41588.1
2023-02-15 13:08:28.304898,41586.45
2023-02-15 13:08:38.434604,41587.55
2023-02-15 13:08:48.554315,41589.35
2023-02-15 13:08:58.677827,41585.55
2023-02-15 13:09:08.803830,41579.7
2023-02-15 13:09:18.940037,41583.8
2023-02-15 13:09:29.065222,41582.75
2023-02-15 13:09:39.173140,41578.35
2023-02-15 13:09:49.322602,41575.3
2023-02-15 13:09:59.462125,41572.75
2023-02-15 13:10:09.592917,41573.45
2023-02-15 13:10:19.749751,41572.8
2023-02-15 13:10:29.867249,41576.35
2023-02-15 13:10:40.012135,41582.0
2023-02-15 13:10:50.157592,41581.05
2023-02-15 13:11:00.291364,41578.5
2023-02-15 13:11:10.436584,41572.0
2023-02-15 13:11:20.574929,41569.35
2023-02-15 13:11:30.685872,41571.15
2023-02-15 13:11:40.810472,41562.2
2023-02-15 13:11:50.934590,41564.05
2023-02-15 13:12:01.069269,41563.05
2023-02-15 13:12:11.186172,41563.5
2023-02-15 13:12:21.325909,41560.8
2023-02-15 13:12:31.456672,41563.15
2023-02-15 13:12:41.628205,41558.7
2023-02-15 13:12:51.750477,41557.15
2023-02-15 13:13:01.872952,41561.05
2023-02-15 13:13:11.975400,41559.75
2023-02-15 13:13:22.164827,41560.0
2023-02-15 13:13:32.311100,41558.5
2023-02-15 13:13:42.430250,41558.95
2023-02-15 13:13:52.568833,41556.4
2023-02-15 13:14:02.674389,41550.5
2023-02-15 13:14:12.794391,41553.6
2023-02-15 13:14:22.920653,41553.65
2023-02-15 13:14:33.032939,41551.85
2023-02-15 13:14:43.165557,41549.75
2023-02-15 13:14:53.288846,41549.7
2023-02-15 13:15:03.476295,41549.45
2023-02-15 13:15:13.605208,41549.6
2023-02-15 13:15:23.737787,41549.7
2023-02-15 13:15:33.877597,41551.1
2023-02-15 13:15:44.003744,41555.45
2023-02-15 13:15:54.116973,41557.95
2023-02-15 13:16:04.259211,41555.9
2023-02-15 13:16:14.373911,41557.2
2023-02-15 13:16:24.513629,41558.95
2023-02-15 13:16:34.643372,41557.6
2023-02-15 13:16:44.778863,41558.85
2023-02-15 13:16:54.883431,41561.8
2023-02-15 13:17:05.025576,41558.7
2023-02-15 13:17:15.213914,41561.75
2023-02-15 13:17:25.342006,41560.05
2023-02-15 13:17:35.452674,41570.3
2023-02-15 13:17:45.592742,41573.5
2023-02-15 13:17:55.723676,41582.4
2023-02-15 13:18:05.834756,41590.55
2023-02-15 13:18:15.942082,41602.6
2023-02-15 13:18:26.093993,41615.1
2023-02-15 13:18:36.204616,41619.2
2023-02-15 13:18:46.321417,41618.05
2023-02-15 13:18:56.491348,41612.95
2023-02-15 13:19:06.603782,41615.2
2023-02-15 13:19:16.711860,41608.7
2023-02-15 13:19:26.823805,41590.55
2023-02-15 13:19:36.942127,41573.95
2023-02-15 13:19:47.080792,41568.85
2023-02-15 13:19:57.220558,41563.25
2023-02-15 13:20:07.331884,41550.55
2023-02-15 13:20:17.480028,41545.0
2023-02-15 13:20:27.610018,41538.0
2023-02-15 13:20:37.750029,41529.2
2023-02-15 13:20:47.893069,41537.25
2023-02-15 13:20:58.019640,41542.25
2023-02-15 13:21:08.149429,41538.7
2023-02-15 13:21:18.273192,41549.15
2023-02-15 13:21:28.409322,41553.6
2023-02-15 13:21:38.524438,41549.55
2023-02-15 13:21:48.652608,41555.8
2023-02-15 13:21:58.773156,41565.4
2023-02-15 13:22:08.896314,41567.2
2023-02-15 13:22:19.012696,41568.55
2023-02-15 13:22:29.142505,41561.8
2023-02-15 13:22:39.270278,41568.8
2023-02-15 13:22:49.388545,41562.85
2023-02-15 13:22:59.509768,41563.0
2023-02-15 13:23:09.618114,41557.75
2023-02-15 13:23:19.747826,41554.0
2023-02-15 13:23:29.858108,41554.45
2023-02-15 13:23:40.004818,41552.8
2023-02-15 13:23:50.134591,41551.85
2023-02-15 13:24:00.291141,41560.5
2023-02-15 13:24:10.419229,41555.5
2023-02-15 13:24:20.546449,41557.9
2023-02-15 13:24:30.673270,41554.3
2023-02-15 13:24:40.792974,41550.15
2023-02-15 13:24:50.932996,41553.65
2023-02-15 13:25:01.041161,41550.4
2023-02-15 13:25:11.150225,41570.35
2023-02-15 13:25:21.292296,41558.9
2023-02-15 13:25:31.408514,41556.35
2023-02-15 13:25:41.527220,41551.8
2023-02-15 13:25:51.632538,41551.2
2023-02-15 13:26:01.742337,41559.05
2023-02-15 13:26:11.885853,41554.15
2023-02-15 13:26:22.016497,41560.1
2023-02-15 13:26:32.158600,41563.1
2023-02-15 13:26:42.296678,41555.65
2023-02-15 13:26:52.409793,41547.3
2023-02-15 13:27:02.533345,41548.75
2023-02-15 13:27:12.654720,41545.05
2023-02-15 13:27:22.789640,41543.25
2023-02-15 13:27:32.940639,41542.7
2023-02-15 13:27:43.066541,41542.75
2023-02-15 13:27:53.192722,41542.25
2023-02-15 13:28:03.344016,41550.15
